nivel,tipo,curso,semestre,matriculados
Doutorado,Acadêmico,Zootecnia,2013-2,9
Doutorado,Acadêmico,Zootecnia,2014-1,14
Doutorado,Acadêmico,Zootecnia,2014-2,10
Doutorado,Acadêmico,Zootecnia,2015-1,10
Doutorado,Acadêmico,Zootecnia,2015-2,7
Doutorado,Acadêmico,Zootecnia,2016-1,8
Doutorado,Acadêmico,Zootecnia,2016-2,2
Doutorado,Acadêmico,Zootecnia,2017-1,4
Doutorado,Acadêmico,Zootecnia,2017-2,9
Doutorado,Acadêmico,Zootecnia,2018-1,12
Doutorado,Acadêmico,Zootecnia,2018-2,10
Doutorado,Acadêmico,Zootecnia,2019-1,10
Doutorado,Acadêmico,Zootecnia,2019-2,7
Doutorado,Acadêmico,Zootecnia,2020-1,37
Doutorado,Acadêmico,Zootecnia,2020-2,0
Doutorado,Acadêmico,Zootecnia,2021-1,5
Doutorado,Acadêmico,Zootecnia,2021-2,8
Doutorado,Acadêmico,Zootecnia,2022-1,11
Doutorado,Acadêmico,Zootecnia,2022-2,8
Doutorado,Acadêmico,Zootecnia,2023-1,5
Doutorado,Acadêmico,Zootecnia,2023-2,5
Doutorado,Acadêmico,Zootecnia,2024-1,5
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2010-1,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2010-2,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2011-1,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2011-2,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2012-1,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2012-2,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2013-1,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2013-2,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2014-1,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2014-2,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2015-1,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2015-2,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2016-1,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2016-2,1
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2017-1,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2017-2,2
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2018-1,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2018-2,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2019-1,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2019-2,1
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2020-1,1
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2020-2,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2021-1,2
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2021-2,2
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2022-1,2
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2022-2,0
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2023-1,1
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2023-2,1
Doutorado,Acadêmico,Multicêntrico em Química de Minas Gerais,2024-1,1
Mestrado,Acadêmico,Administração,2010-1,12
Mestrado,Acadêmico,Administração,2010-2,0
Mestrado,Acadêmico,Administração,2011-1,17
Mestrado,Acadêmico,Administração,2011-2,0
Mestrado,Acadêmico,Administração,2012-1,14
Mestrado,Acadêmico,Administração,2012-2,0
Mestrado,Acadêmico,Administração,2013-1,17
Mestrado,Acadêmico,Administração,2013-2,0
Mestrado,Acadêmico,Administração,2014-1,19
Mestrado,Acadêmico,Administração,2014-2,0
Mestrado,Acadêmico,Administração,2015-1,20
Mestrado,Acadêmico,Administração,2015-2,0
Mestrado,Acadêmico,Administração,2016-1,18
Mestrado,Acadêmico,Administração,2016-2,0
Mestrado,Acadêmico,Administração,2017-1,18
Mestrado,Acadêmico,Administração,2017-2,0
Mestrado,Acadêmico,Administração,2018-1,14
Mestrado,Acadêmico,Administração,2018-2,0
Mestrado,Acadêmico,Administração,2019-1,15
Mestrado,Acadêmico,Administração,2019-2,30
Mestrado,Acadêmico,Administração,2020-1,16
Mestrado,Acadêmico,Administração,2020-2,0
Mestrado,Acadêmico,Administração,2021-1,18
Mestrado,Acadêmico,Administração,2021-2,0
Mestrado,Acadêmico,Administração,2022-1,5
Mestrado,Acadêmico,Administração,2022-2,51
Mestrado,Acadêmico,Administração,2023-1,10
Mestrado,Acadêmico,Administração,2023-2,0
Mestrado,Acadêmico,Administração,2024-1,11
Mestrado,Acadêmico,Agroecologia,2010-1,0
Mestrado,Acadêmico,Agroecologia,2010-2,0
Mestrado,Acadêmico,Agroecologia,2011-1,0
Mestrado,Acadêmico,Agroecologia,2011-2,7
Mestrado,Acadêmico,Agroecologia,2012-1,6
Mestrado,Acadêmico,Agroecologia,2012-2,6
Mestrado,Acadêmico,Agroecologia,2013-1,6
Mestrado,Acadêmico,Agroecologia,2013-2,3
Mestrado,Acadêmico,Agroecologia,2014-1,7
Mestrado,Acadêmico,Agroecologia,2014-2,6
Mestrado,Acadêmico,Agroecologia,2015-1,5
Mestrado,Acadêmico,Agroecologia,2015-2,4
Mestrado,Acadêmico,Agroecologia,2016-1,4
Mestrado,Acadêmico,Agroecologia,2016-2,4
Mestrado,Acadêmico,Agroecologia,2017-1,6
Mestrado,Acadêmico,Agroecologia,2017-2,1
Mestrado,Acadêmico,Agroecologia,2018-1,4
Mestrado,Acadêmico,Agroecologia,2018-2,4
Mestrado,Acadêmico,Agroecologia,2019-1,6
Mestrado,Acadêmico,Agroecologia,2019-2,2
Mestrado,Acadêmico,Agroecologia,2020-1,4
Mestrado,Acadêmico,Agroecologia,2020-2,5
Mestrado,Acadêmico,Agroecologia,2021-1,7
Mestrado,Acadêmico,Agroecologia,2021-2,1
Mestrado,Acadêmico,Agroecologia,2022-1,3
Mestrado,Acadêmico,Agroecologia,2022-2,3
Mestrado,Acadêmico,Agroecologia,2023-1,8
Mestrado,Acadêmico,Agroecologia,2023-2,0
Mestrado,Acadêmico,Agroecologia,2024-1,3
Mestrado,Acadêmico,Agroquímica,2010-1,11
Mestrado,Acadêmico,Agroquímica,2010-2,8
Mestrado,Acadêmico,Agroquímica,2011-1,11
Mestrado,Acadêmico,Agroquímica,2011-2,16
Mestrado,Acadêmico,Agroquímica,2012-1,23
Mestrado,Acadêmico,Agroquímica,2012-2,9
Mestrado,Acadêmico,Agroquímica,2013-1,15
Mestrado,Acadêmico,Agroquímica,2013-2,12
Mestrado,Acadêmico,Agroquímica,2014-1,9
Mestrado,Acadêmico,Agroquímica,2014-2,8
Mestrado,Acadêmico,Agroquímica,2015-1,14
Mestrado,Acadêmico,Agroquímica,2015-2,13
Mestrado,Acadêmico,Agroquímica,2016-1,10
Mestrado,Acadêmico,Agroquímica,2016-2,9
Mestrado,Acadêmico,Agroquímica,2017-1,10
Mestrado,Acadêmico,Agroquímica,2017-2,8
Mestrado,Acadêmico,Agroquímica,2018-1,12
Mestrado,Acadêmico,Agroquímica,2018-2,8
Mestrado,Acadêmico,Agroquímica,2019-1,8
Mestrado,Acadêmico,Agroquímica,2019-2,10
Mestrado,Acadêmico,Agroquímica,2020-1,9
Mestrado,Acadêmico,Agroquímica,2020-2,2
Mestrado,Acadêmico,Agroquímica,2021-1,4
Mestrado,Acadêmico,Agroquímica,2021-2,8
Mestrado,Acadêmico,Agroquímica,2022-1,3
Mestrado,Acadêmico,Agroquímica,2022-2,3
Mestrado,Acadêmico,Agroquímica,2023-1,16
Mestrado,Acadêmico,Agroquímica,2023-2,1
Mestrado,Acadêmico,Agroquímica,2024-1,2
Mestrado,Acadêmico,Arquitetura e Urbanismo,2010-1,0
Mestrado,Acadêmico,Arquitetura e Urbanismo,2010-2,10
Mestrado,Acadêmico,Arquitetura e Urbanismo,2011-1,1
Mestrado,Acadêmico,Arquitetura e Urbanismo,2011-2,10
Mestrado,Acadêmico,Arquitetura e Urbanismo,2012-1,0
Mestrado,Acadêmico,Arquitetura e Urbanismo,2012-2,8
Mestrado,Acadêmico,Arquitetura e Urbanismo,2013-1,13
Mestrado,Acadêmico,Arquitetura e Urbanismo,2013-2,0
Mestrado,Acadêmico,Arquitetura e Urbanismo,2014-1,13
Mestrado,Acadêmico,Arquitetura e Urbanismo,2014-2,1
Mestrado,Acadêmico,Arquitetura e Urbanismo,2015-1,9
Mestrado,Acadêmico,Arquitetura e Urbanismo,2015-2,0
Mestrado,Acadêmico,Arquitetura e Urbanismo,2016-1,17
Mestrado,Acadêmico,Arquitetura e Urbanismo,2016-2,0
Mestrado,Acadêmico,Arquitetura e Urbanismo,2017-1,18
Mestrado,Acadêmico,Arquitetura e Urbanismo,2017-2,0
Mestrado,Acadêmico,Arquitetura e Urbanismo,2018-1,13
Mestrado,Acadêmico,Arquitetura e Urbanismo,2018-2,0
Mestrado,Acadêmico,Arquitetura e Urbanismo,2019-1,12
Mestrado,Acadêmico,Arquitetura e Urbanismo,2019-2,0
Mestrado,Acadêmico,Arquitetura e Urbanismo,2020-1,16
Mestrado,Acadêmico,Arquitetura e Urbanismo,2020-2,1
Mestrado,Acadêmico,Arquitetura e Urbanismo,2021-1,8
Mestrado,Acadêmico,Arquitetura e Urbanismo,2021-2,0
Mestrado,Acadêmico,Arquitetura e Urbanismo,2022-1,8
Mestrado,Acadêmico,Arquitetura e Urbanismo,2022-2,0
Mestrado,Acadêmico,Arquitetura e Urbanismo,2023-1,10
Mestrado,Acadêmico,Arquitetura e Urbanismo,2023-2,0
Mestrado,Acadêmico,Arquitetura e Urbanismo,2024-1,12
Mestrado,Acadêmico,Biologia Animal,2010-1,9
Mestrado,Acadêmico,Biologia Animal,2010-2,4
Mestrado,Acadêmico,Biologia Animal,2011-1,14
Mestrado,Acadêmico,Biologia Animal,2011-2,12
Mestrado,Acadêmico,Biologia Animal,2012-1,9
Mestrado,Acadêmico,Biologia Animal,2012-2,6
Mestrado,Acadêmico,Biologia Animal,2013-1,10
Mestrado,Acadêmico,Biologia Animal,2013-2,11
Mestrado,Acadêmico,Biologia Animal,2014-1,9
Mestrado,Acadêmico,Biologia Animal,2014-2,9
Mestrado,Acadêmico,Biologia Animal,2015-1,10
Mestrado,Acadêmico,Biologia Animal,2015-2,13
Mestrado,Acadêmico,Biologia Animal,2016-1,10
Mestrado,Acadêmico,Biologia Animal,2016-2,9
Mestrado,Acadêmico,Biologia Animal,2017-1,9
Mestrado,Acadêmico,Biologia Animal,2017-2,10
Mestrado,Acadêmico,Biologia Animal,2018-1,10
Mestrado,Acadêmico,Biologia Animal,2018-2,8
Mestrado,Acadêmico,Biologia Animal,2019-1,8
Mestrado,Acadêmico,Biologia Animal,2019-2,10
Mestrado,Acadêmico,Biologia Animal,2020-1,7
Mestrado,Acadêmico,Biologia Animal,2020-2,0
Mestrado,Acadêmico,Biologia Animal,2021-1,8
Mestrado,Acadêmico,Biologia Animal,2021-2,0
Mestrado,Acadêmico,Biologia Animal,2022-1,10
Mestrado,Acadêmico,Biologia Animal,2022-2,8
Mestrado,Acadêmico,Biologia Animal,2023-1,6
Mestrado,Acadêmico,Biologia Animal,2023-2,2
Mestrado,Acadêmico,Biologia Animal,2024-1,5
Mestrado,Acadêmico,Biologia Celular e Estrutural,2010-1,5
Mestrado,Acadêmico,Biologia Celular e Estrutural,2010-2,5
Mestrado,Acadêmico,Biologia Celular e Estrutural,2011-1,8
Mestrado,Acadêmico,Biologia Celular e Estrutural,2011-2,6
Mestrado,Acadêmico,Biologia Celular e Estrutural,2012-1,5
Mestrado,Acadêmico,Biologia Celular e Estrutural,2012-2,3
Mestrado,Acadêmico,Biologia Celular e Estrutural,2013-1,5
Mestrado,Acadêmico,Biologia Celular e Estrutural,2013-2,4
Mestrado,Acadêmico,Biologia Celular e Estrutural,2014-1,5
Mestrado,Acadêmico,Biologia Celular e Estrutural,2014-2,6
Mestrado,Acadêmico,Biologia Celular e Estrutural,2015-1,3
Mestrado,Acadêmico,Biologia Celular e Estrutural,2015-2,8
Mestrado,Acadêmico,Biologia Celular e Estrutural,2016-1,6
Mestrado,Acadêmico,Biologia Celular e Estrutural,2016-2,8
Mestrado,Acadêmico,Biologia Celular e Estrutural,2017-1,3
Mestrado,Acadêmico,Biologia Celular e Estrutural,2017-2,5
Mestrado,Acadêmico,Biologia Celular e Estrutural,2018-1,4
Mestrado,Acadêmico,Biologia Celular e Estrutural,2018-2,3
Mestrado,Acadêmico,Biologia Celular e Estrutural,2019-1,7
Mestrado,Acadêmico,Biologia Celular e Estrutural,2019-2,2
Mestrado,Acadêmico,Biologia Celular e Estrutural,2020-1,4
Mestrado,Acadêmico,Biologia Celular e Estrutural,2020-2,6
Mestrado,Acadêmico,Biologia Celular e Estrutural,2021-1,5
Mestrado,Acadêmico,Biologia Celular e Estrutural,2021-2,6
Mestrado,Acadêmico,Biologia Celular e Estrutural,2022-1,4
Mestrado,Acadêmico,Biologia Celular e Estrutural,2022-2,2
Mestrado,Acadêmico,Biologia Celular e Estrutural,2023-1,6
Mestrado,Acadêmico,Biologia Celular e Estrutural,2023-2,2
Mestrado,Acadêmico,Biologia Celular e Estrutural,2024-1,8
Mestrado,Acadêmico,Bioquímica Agrícola,2010-1,10
Mestrado,Acadêmico,Bioquímica Agrícola,2010-2,5
Mestrado,Acadêmico,Bioquímica Agrícola,2011-1,3
Mestrado,Acadêmico,Bioquímica Agrícola,2011-2,6
Mestrado,Acadêmico,Bioquímica Agrícola,2012-1,4
Mestrado,Acadêmico,Bioquímica Agrícola,2012-2,9
Mestrado,Acadêmico,Bioquímica Agrícola,2013-1,2
Mestrado,Acadêmico,Bioquímica Agrícola,2013-2,3
Mestrado,Acadêmico,Bioquímica Agrícola,2014-1,0
Mestrado,Acadêmico,Bioquímica Agrícola,2014-2,0
Mestrado,Acadêmico,Bioquímica Agrícola,2015-1,0
Mestrado,Acadêmico,Bioquímica Agrícola,2015-2,0
Mestrado,Acadêmico,Bioquímica Agrícola,2016-1,0
Mestrado,Acadêmico,Bioquímica Agrícola,2016-2,0
Mestrado,Acadêmico,Bioquímica Agrícola,2017-1,0
Mestrado,Acadêmico,Bioquímica Agrícola,2017-2,0
Mestrado,Acadêmico,Bioquímica Agrícola,2018-1,0
Mestrado,Acadêmico,Bioquímica Agrícola,2018-2,0
Mestrado,Acadêmico,Bioquímica Agrícola,2019-1,0
Mestrado,Acadêmico,Bioquímica Agrícola,2019-2,0
Mestrado,Acadêmico,Bioquímica Agrícola,2020-1,0
Mestrado,Acadêmico,Bioquímica Agrícola,2020-2,0
Mestrado,Acadêmico,Bioquímica Agrícola,2021-1,0
Mestrado,Acadêmico,Bioquímica Agrícola,2021-2,0
Mestrado,Acadêmico,Bioquímica Agrícola,2022-1,0
Mestrado,Acadêmico,Bioquímica Agrícola,2022-2,0
Mestrado,Acadêmico,Bioquímica Agrícola,2023-1,0
Mestrado,Acadêmico,Bioquímica Agrícola,2023-2,0
Mestrado,Acadêmico,Bioquímica Agrícola,2024-1,0
Mestrado,Acadêmico,Bioquímica Aplicada,2010-1,0
Mestrado,Acadêmico,Bioquímica Aplicada,2010-2,0
Mestrado,Acadêmico,Bioquímica Aplicada,2011-1,0
Mestrado,Acadêmico,Bioquímica Aplicada,2011-2,0
Mestrado,Acadêmico,Bioquímica Aplicada,2012-1,0
Mestrado,Acadêmico,Bioquímica Aplicada,2012-2,0
Mestrado,Acadêmico,Bioquímica Aplicada,2013-1,0
Mestrado,Acadêmico,Bioquímica Aplicada,2013-2,5
Mestrado,Acadêmico,Bioquímica Aplicada,2014-1,6
Mestrado,Acadêmico,Bioquímica Aplicada,2014-2,7
Mestrado,Acadêmico,Bioquímica Aplicada,2015-1,7
Mestrado,Acadêmico,Bioquímica Aplicada,2015-2,5
Mestrado,Acadêmico,Bioquímica Aplicada,2016-1,10
Mestrado,Acadêmico,Bioquímica Aplicada,2016-2,7
Mestrado,Acadêmico,Bioquímica Aplicada,2017-1,9
Mestrado,Acadêmico,Bioquímica Aplicada,2017-2,6
Mestrado,Acadêmico,Bioquímica Aplicada,2018-1,7
Mestrado,Acadêmico,Bioquímica Aplicada,2018-2,9
Mestrado,Acadêmico,Bioquímica Aplicada,2019-1,1
Mestrado,Acadêmico,Bioquímica Aplicada,2019-2,6
Mestrado,Acadêmico,Bioquímica Aplicada,2020-1,11
Mestrado,Acadêmico,Bioquímica Aplicada,2020-2,1
Mestrado,Acadêmico,Bioquímica Aplicada,2021-1,7
Mestrado,Acadêmico,Bioquímica Aplicada,2021-2,5
Mestrado,Acadêmico,Bioquímica Aplicada,2022-1,2
Mestrado,Acadêmico,Bioquímica Aplicada,2022-2,7
Mestrado,Acadêmico,Bioquímica Aplicada,2023-1,5
Mestrado,Acadêmico,Bioquímica Aplicada,2023-2,10
Mestrado,Acadêmico,Bioquímica Aplicada,2024-1,4
Mestrado,Acadêmico,Botânica,2010-1,12
Mestrado,Acadêmico,Botânica,2010-2,1
Mestrado,Acadêmico,Botânica,2011-1,11
Mestrado,Acadêmico,Botânica,2011-2,3
Mestrado,Acadêmico,Botânica,2012-1,13
Mestrado,Acadêmico,Botânica,2012-2,0
Mestrado,Acadêmico,Botânica,2013-1,11
Mestrado,Acadêmico,Botânica,2013-2,2
Mestrado,Acadêmico,Botânica,2014-1,9
Mestrado,Acadêmico,Botânica,2014-2,2
Mestrado,Acadêmico,Botânica,2015-1,7
Mestrado,Acadêmico,Botânica,2015-2,2
Mestrado,Acadêmico,Botânica,2016-1,7
Mestrado,Acadêmico,Botânica,2016-2,4
Mestrado,Acadêmico,Botânica,2017-1,7
Mestrado,Acadêmico,Botânica,2017-2,1
Mestrado,Acadêmico,Botânica,2018-1,7
Mestrado,Acadêmico,Botânica,2018-2,3
Mestrado,Acadêmico,Botânica,2019-1,6
Mestrado,Acadêmico,Botânica,2019-2,4
Mestrado,Acadêmico,Botânica,2020-1,6
Mestrado,Acadêmico,Botânica,2020-2,1
Mestrado,Acadêmico,Botânica,2021-1,3
Mestrado,Acadêmico,Botânica,2021-2,2
Mestrado,Acadêmico,Botânica,2022-1,3
Mestrado,Acadêmico,Botânica,2022-2,3
Mestrado,Acadêmico,Botânica,2023-1,4
Mestrado,Acadêmico,Botânica,2023-2,4
Mestrado,Acadêmico,Botânica,2024-1,2
Mestrado,Acadêmico,Ciência da Computação,2010-1,10
Mestrado,Acadêmico,Ciência da Computação,2010-2,13
Mestrado,Acadêmico,Ciência da Computação,2011-1,12
Mestrado,Acadêmico,Ciência da Computação,2011-2,8
Mestrado,Acadêmico,Ciência da Computação,2012-1,11
Mestrado,Acadêmico,Ciência da Computação,2012-2,9
Mestrado,Acadêmico,Ciência da Computação,2013-1,10
Mestrado,Acadêmico,Ciência da Computação,2013-2,7
Mestrado,Acadêmico,Ciência da Computação,2014-1,17
Mestrado,Acadêmico,Ciência da Computação,2014-2,4
Mestrado,Acadêmico,Ciência da Computação,2015-1,11
Mestrado,Acadêmico,Ciência da Computação,2015-2,4
Mestrado,Acadêmico,Ciência da Computação,2016-1,13
Mestrado,Acadêmico,Ciência da Computação,2016-2,4
Mestrado,Acadêmico,Ciência da Computação,2017-1,16
Mestrado,Acadêmico,Ciência da Computação,2017-2,6
Mestrado,Acadêmico,Ciência da Computação,2018-1,9
Mestrado,Acadêmico,Ciência da Computação,2018-2,7
Mestrado,Acadêmico,Ciência da Computação,2019-1,11
Mestrado,Acadêmico,Ciência da Computação,2019-2,4
Mestrado,Acadêmico,Ciência da Computação,2020-1,6
Mestrado,Acadêmico,Ciência da Computação,2020-2,4
Mestrado,Acadêmico,Ciência da Computação,2021-1,5
Mestrado,Acadêmico,Ciência da Computação,2021-2,2
Mestrado,Acadêmico,Ciência da Computação,2022-1,3
Mestrado,Acadêmico,Ciência da Computação,2022-2,2
Mestrado,Acadêmico,Ciência da Computação,2023-1,4
Mestrado,Acadêmico,Ciência da Computação,2023-2,12
Mestrado,Acadêmico,Ciência da Computação,2024-1,9
Mestrado,Acadêmico,Ciência da Nutrição,2010-1,6
Mestrado,Acadêmico,Ciência da Nutrição,2010-2,10
Mestrado,Acadêmico,Ciência da Nutrição,2011-1,7
Mestrado,Acadêmico,Ciência da Nutrição,2011-2,9
Mestrado,Acadêmico,Ciência da Nutrição,2012-1,11
Mestrado,Acadêmico,Ciência da Nutrição,2012-2,8
Mestrado,Acadêmico,Ciência da Nutrição,2013-1,9
Mestrado,Acadêmico,Ciência da Nutrição,2013-2,6
Mestrado,Acadêmico,Ciência da Nutrição,2014-1,11
Mestrado,Acadêmico,Ciência da Nutrição,2014-2,11
Mestrado,Acadêmico,Ciência da Nutrição,2015-1,10
Mestrado,Acadêmico,Ciência da Nutrição,2015-2,4
Mestrado,Acadêmico,Ciência da Nutrição,2016-1,14
Mestrado,Acadêmico,Ciência da Nutrição,2016-2,5
Mestrado,Acadêmico,Ciência da Nutrição,2017-1,11
Mestrado,Acadêmico,Ciência da Nutrição,2017-2,7
Mestrado,Acadêmico,Ciência da Nutrição,2018-1,12
Mestrado,Acadêmico,Ciência da Nutrição,2018-2,8
Mestrado,Acadêmico,Ciência da Nutrição,2019-1,9
Mestrado,Acadêmico,Ciência da Nutrição,2019-2,8
Mestrado,Acadêmico,Ciência da Nutrição,2020-1,8
Mestrado,Acadêmico,Ciência da Nutrição,2020-2,1
Mestrado,Acadêmico,Ciência da Nutrição,2021-1,13
Mestrado,Acadêmico,Ciência da Nutrição,2021-2,8
Mestrado,Acadêmico,Ciência da Nutrição,2022-1,14
Mestrado,Acadêmico,Ciência da Nutrição,2022-2,4
Mestrado,Acadêmico,Ciência da Nutrição,2023-1,9
Mestrado,Acadêmico,Ciência da Nutrição,2023-2,11
Mestrado,Acadêmico,Ciência da Nutrição,2024-1,4
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2010-1,11
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2010-2,10
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2011-1,9
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2011-2,14
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2012-1,11
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2012-2,11
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2013-1,9
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2013-2,17
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2014-1,8
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2014-2,9
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2015-1,17
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2015-2,11
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2016-1,8
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2016-2,8
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2017-1,14
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2017-2,13
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2018-1,9
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2018-2,8
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2019-1,13
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2019-2,9
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2020-1,10
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2020-2,5
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2021-1,9
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2021-2,8
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2022-1,9
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2022-2,8
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2023-1,13
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2023-2,8
Mestrado,Acadêmico,Ciência e Tecnologia de Alimentos,2024-1,4
Mestrado,Acadêmico,Ciência Florestal,2010-1,14
Mestrado,Acadêmico,Ciência Florestal,2010-2,15
Mestrado,Acadêmico,Ciência Florestal,2011-1,4
Mestrado,Acadêmico,Ciência Florestal,2011-2,12
Mestrado,Acadêmico,Ciência Florestal,2012-1,15
Mestrado,Acadêmico,Ciência Florestal,2012-2,14
Mestrado,Acadêmico,Ciência Florestal,2013-1,4
Mestrado,Acadêmico,Ciência Florestal,2013-2,17
Mestrado,Acadêmico,Ciência Florestal,2014-1,12
Mestrado,Acadêmico,Ciência Florestal,2014-2,10
Mestrado,Acadêmico,Ciência Florestal,2015-1,18
Mestrado,Acadêmico,Ciência Florestal,2015-2,12
Mestrado,Acadêmico,Ciência Florestal,2016-1,14
Mestrado,Acadêmico,Ciência Florestal,2016-2,11
Mestrado,Acadêmico,Ciência Florestal,2017-1,12
Mestrado,Acadêmico,Ciência Florestal,2017-2,12
Mestrado,Acadêmico,Ciência Florestal,2018-1,9
Mestrado,Acadêmico,Ciência Florestal,2018-2,16
Mestrado,Acadêmico,Ciência Florestal,2019-1,13
Mestrado,Acadêmico,Ciência Florestal,2019-2,15
Mestrado,Acadêmico,Ciência Florestal,2020-1,10
Mestrado,Acadêmico,Ciência Florestal,2020-2,6
Mestrado,Acadêmico,Ciência Florestal,2021-1,11
Mestrado,Acadêmico,Ciência Florestal,2021-2,9
Mestrado,Acadêmico,Ciência Florestal,2022-1,9
Mestrado,Acadêmico,Ciência Florestal,2022-2,12
Mestrado,Acadêmico,Ciência Florestal,2023-1,7
Mestrado,Acadêmico,Ciência Florestal,2023-2,17
Mestrado,Acadêmico,Ciência Florestal,2024-1,14
Mestrado,Acadêmico,Ecologia,2010-1,0
Mestrado,Acadêmico,Ecologia,2010-2,0
Mestrado,Acadêmico,Ecologia,2011-1,0
Mestrado,Acadêmico,Ecologia,2011-2,4
Mestrado,Acadêmico,Ecologia,2012-1,5
Mestrado,Acadêmico,Ecologia,2012-2,1
Mestrado,Acadêmico,Ecologia,2013-1,2
Mestrado,Acadêmico,Ecologia,2013-2,0
Mestrado,Acadêmico,Ecologia,2014-1,4
Mestrado,Acadêmico,Ecologia,2014-2,0
Mestrado,Acadêmico,Ecologia,2015-1,2
Mestrado,Acadêmico,Ecologia,2015-2,2
Mestrado,Acadêmico,Ecologia,2016-1,3
Mestrado,Acadêmico,Ecologia,2016-2,1
Mestrado,Acadêmico,Ecologia,2017-1,3
Mestrado,Acadêmico,Ecologia,2017-2,1
Mestrado,Acadêmico,Ecologia,2018-1,3
Mestrado,Acadêmico,Ecologia,2018-2,0
Mestrado,Acadêmico,Ecologia,2019-1,1
Mestrado,Acadêmico,Ecologia,2019-2,1
Mestrado,Acadêmico,Ecologia,2020-1,5
Mestrado,Acadêmico,Ecologia,2020-2,6
Mestrado,Acadêmico,Ecologia,2021-1,5
Mestrado,Acadêmico,Ecologia,2021-2,8
Mestrado,Acadêmico,Ecologia,2022-1,3
Mestrado,Acadêmico,Ecologia,2022-2,6
Mestrado,Acadêmico,Ecologia,2023-1,6
Mestrado,Acadêmico,Ecologia,2023-2,5
Mestrado,Acadêmico,Ecologia,2024-1,8
Mestrado,Acadêmico,Economia,2010-1,4
Mestrado,Acadêmico,Economia,2010-2,9
Mestrado,Acadêmico,Economia,2011-1,5
Mestrado,Acadêmico,Economia,2011-2,4
Mestrado,Acadêmico,Economia,2012-1,10
Mestrado,Acadêmico,Economia,2012-2,3
Mestrado,Acadêmico,Economia,2013-1,8
