nivel,tipo,curso,semestre,matriculados
Doutorado,Acadêmico,Engenharia Agrícola,2012-2,7
Doutorado,Acadêmico,Engenharia Agrícola,2013-1,11
Doutorado,Acadêmico,Engenharia Agrícola,2013-2,8
Doutorado,Acadêmico,Engenharia Agrícola,2014-1,15
Doutorado,Acadêmico,Engenharia Agrícola,2014-2,9
Doutorado,Acadêmico,Engenharia Agrícola,2015-1,17
Doutorado,Acadêmico,Engenharia Agrícola,2015-2,8
Doutorado,Acadêmico,Engenharia Agrícola,2016-1,9
Doutorado,Acadêmico,Engenharia Agrícola,2016-2,11
Doutorado,Acadêmico,Engenharia Agrícola,2017-1,13
Doutorado,Acadêmico,Engenharia Agrícola,2017-2,14
Doutorado,Acadêmico,Engenharia Agrícola,2018-1,4
Doutorado,Acadêmico,Engenharia Agrícola,2018-2,6
Doutorado,Acadêmico,Engenharia Agrícola,2019-1,14
Doutorado,Acadêmico,Engenharia Agrícola,2019-2,8
Doutorado,Acadêmico,Engenharia Agrícola,2020-1,29
Doutorado,Acadêmico,Engenharia Agrícola,2020-2,3
Doutorado,Acadêmico,Engenharia Agrícola,2021-1,6
Doutorado,Acadêmico,Engenharia Agrícola,2021-2,6
Doutorado,Acadêmico,Engenharia Agrícola,2022-1,7
Doutorado,Acadêmico,Engenharia Agrícola,2022-2,8
Doutorado,Acadêmico,Engenharia Agrícola,2023-1,7
Doutorado,Acadêmico,Engenharia Agrícola,2023-2,5
Doutorado,Acadêmico,Engenharia Agrícola,2024-1,9
Doutorado,Acadêmico,Engenharia Civil,2010-1,3
Doutorado,Acadêmico,Engenharia Civil,2010-2,0
Doutorado,Acadêmico,Engenharia Civil,2011-1,10
Doutorado,Acadêmico,Engenharia Civil,2011-2,4
Doutorado,Acadêmico,Engenharia Civil,2012-1,13
Doutorado,Acadêmico,Engenharia Civil,2012-2,0
Doutorado,Acadêmico,Engenharia Civil,2013-1,7
Doutorado,Acadêmico,Engenharia Civil,2013-2,1
Doutorado,Acadêmico,Engenharia Civil,2014-1,11
Doutorado,Acadêmico,Engenharia Civil,2014-2,0
Doutorado,Acadêmico,Engenharia Civil,2015-1,13
Doutorado,Acadêmico,Engenharia Civil,2015-2,0
Doutorado,Acadêmico,Engenharia Civil,2016-1,11
Doutorado,Acadêmico,Engenharia Civil,2016-2,2
Doutorado,Acadêmico,Engenharia Civil,2017-1,13
Doutorado,Acadêmico,Engenharia Civil,2017-2,0
Doutorado,Acadêmico,Engenharia Civil,2018-1,10
Doutorado,Acadêmico,Engenharia Civil,2018-2,0
Doutorado,Acadêmico,Engenharia Civil,2019-1,11
Doutorado,Acadêmico,Engenharia Civil,2019-2,0
Doutorado,Acadêmico,Engenharia Civil,2020-1,13
Doutorado,Acadêmico,Engenharia Civil,2020-2,0
Doutorado,Acadêmico,Engenharia Civil,2021-1,20
Doutorado,Acadêmico,Engenharia Civil,2021-2,1
Doutorado,Acadêmico,Engenharia Civil,2022-1,9
Doutorado,Acadêmico,Engenharia Civil,2022-2,0
Doutorado,Acadêmico,Engenharia Civil,2023-1,9
Doutorado,Acadêmico,Engenharia Civil,2023-2,0
Doutorado,Acadêmico,Engenharia Civil,2024-1,13
Doutorado,Acadêmico,Entomologia,2010-1,9
Doutorado,Acadêmico,Entomologia,2010-2,9
Doutorado,Acadêmico,Entomologia,2011-1,11
Doutorado,Acadêmico,Entomologia,2011-2,9
Doutorado,Acadêmico,Entomologia,2012-1,8
Doutorado,Acadêmico,Entomologia,2012-2,7
Doutorado,Acadêmico,Entomologia,2013-1,8
Doutorado,Acadêmico,Entomologia,2013-2,6
Doutorado,Acadêmico,Entomologia,2014-1,7
Doutorado,Acadêmico,Entomologia,2014-2,7
Doutorado,Acadêmico,Entomologia,2015-1,9
Doutorado,Acadêmico,Entomologia,2015-2,8
Doutorado,Acadêmico,Entomologia,2016-1,3
Doutorado,Acadêmico,Entomologia,2016-2,6
Doutorado,Acadêmico,Entomologia,2017-1,6
Doutorado,Acadêmico,Entomologia,2017-2,10
Doutorado,Acadêmico,Entomologia,2018-1,4
Doutorado,Acadêmico,Entomologia,2018-2,6
Doutorado,Acadêmico,Entomologia,2019-1,5
Doutorado,Acadêmico,Entomologia,2019-2,7
Doutorado,Acadêmico,Entomologia,2020-1,18
Doutorado,Acadêmico,Entomologia,2020-2,0
Doutorado,Acadêmico,Entomologia,2021-1,7
Doutorado,Acadêmico,Entomologia,2021-2,7
Doutorado,Acadêmico,Entomologia,2022-1,4
Doutorado,Acadêmico,Entomologia,2022-2,7
Doutorado,Acadêmico,Entomologia,2023-1,6
Doutorado,Acadêmico,Entomologia,2023-2,4
Doutorado,Acadêmico,Entomologia,2024-1,5
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2010-1,0
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2010-2,0
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2011-1,0
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2011-2,0
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2012-1,0
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2012-2,0
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2013-1,4
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2013-2,2
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2014-1,7
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2014-2,0
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2015-1,5
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2015-2,2
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2016-1,5
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2016-2,0
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2017-1,6
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2017-2,1
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2018-1,5
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2018-2,0
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2019-1,3
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2019-2,4
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2020-1,4
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2020-2,2
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2021-1,5
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2021-2,3
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2022-1,3
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2022-2,0
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2023-1,3
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2023-2,2
Doutorado,Acadêmico,Estatística Aplicada e Biometria,2024-1,2
Doutorado,Acadêmico,Extensão Rural,2010-1,0
Doutorado,Acadêmico,Extensão Rural,2010-2,0
Doutorado,Acadêmico,Extensão Rural,2011-1,0
Doutorado,Acadêmico,Extensão Rural,2011-2,0
Doutorado,Acadêmico,Extensão Rural,2012-1,4
Doutorado,Acadêmico,Extensão Rural,2012-2,3
Doutorado,Acadêmico,Extensão Rural,2013-1,3
Doutorado,Acadêmico,Extensão Rural,2013-2,1
Doutorado,Acadêmico,Extensão Rural,2014-1,2
Doutorado,Acadêmico,Extensão Rural,2014-2,4
Doutorado,Acadêmico,Extensão Rural,2015-1,1
Doutorado,Acadêmico,Extensão Rural,2015-2,2
Doutorado,Acadêmico,Extensão Rural,2016-1,2
Doutorado,Acadêmico,Extensão Rural,2016-2,3
Doutorado,Acadêmico,Extensão Rural,2017-1,5
Doutorado,Acadêmico,Extensão Rural,2017-2,3
Doutorado,Acadêmico,Extensão Rural,2018-1,2
Doutorado,Acadêmico,Extensão Rural,2018-2,2
Doutorado,Acadêmico,Extensão Rural,2019-1,4
Doutorado,Acadêmico,Extensão Rural,2019-2,0
Doutorado,Acadêmico,Extensão Rural,2020-1,4
Doutorado,Acadêmico,Extensão Rural,2020-2,0
Doutorado,Acadêmico,Extensão Rural,2021-1,5
Doutorado,Acadêmico,Extensão Rural,2021-2,1
Doutorado,Acadêmico,Extensão Rural,2022-1,2
Doutorado,Acadêmico,Extensão Rural,2022-2,3
Doutorado,Acadêmico,Extensão Rural,2023-1,6
Doutorado,Acadêmico,Extensão Rural,2023-2,3
Doutorado,Acadêmico,Extensão Rural,2024-1,3
Doutorado,Acadêmico,Física,2010-1,3
Doutorado,Acadêmico,Física,2010-2,2
Doutorado,Acadêmico,Física,2011-1,4
Doutorado,Acadêmico,Física,2011-2,3
Doutorado,Acadêmico,Física,2012-1,5
Doutorado,Acadêmico,Física,2012-2,4
Doutorado,Acadêmico,Física,2013-1,4
Doutorado,Acadêmico,Física,2013-2,2
Doutorado,Acadêmico,Física,2014-1,9
Doutorado,Acadêmico,Física,2014-2,3
Doutorado,Acadêmico,Física,2015-1,0
Doutorado,Acadêmico,Física,2015-2,0
Doutorado,Acadêmico,Física,2016-1,0
Doutorado,Acadêmico,Física,2016-2,0
Doutorado,Acadêmico,Física,2017-1,3
Doutorado,Acadêmico,Física,2017-2,4
Doutorado,Acadêmico,Física,2018-1,5
Doutorado,Acadêmico,Física,2018-2,2
Doutorado,Acadêmico,Física,2019-1,2
Doutorado,Acadêmico,Física,2019-2,2
Doutorado,Acadêmico,Física,2020-1,4
Doutorado,Acadêmico,Física,2020-2,3
Doutorado,Acadêmico,Física,2021-1,1
Doutorado,Acadêmico,Física,2021-2,2
Doutorado,Acadêmico,Física,2022-1,4
Doutorado,Acadêmico,Física,2022-2,5
Doutorado,Acadêmico,Física,2023-1,2
Doutorado,Acadêmico,Física,2023-2,8
Doutorado,Acadêmico,Física,2024-1,3
Doutorado,Acadêmico,Física Aplicada,2010-1,0
Doutorado,Acadêmico,Física Aplicada,2010-2,0
Doutorado,Acadêmico,Física Aplicada,2011-1,0
Doutorado,Acadêmico,Física Aplicada,2011-2,0
Doutorado,Acadêmico,Física Aplicada,2012-1,0
Doutorado,Acadêmico,Física Aplicada,2012-2,0
Doutorado,Acadêmico,Física Aplicada,2013-1,0
Doutorado,Acadêmico,Física Aplicada,2013-2,0
Doutorado,Acadêmico,Física Aplicada,2014-1,0
Doutorado,Acadêmico,Física Aplicada,2014-2,0
Doutorado,Acadêmico,Física Aplicada,2015-1,7
Doutorado,Acadêmico,Física Aplicada,2015-2,2
Doutorado,Acadêmico,Física Aplicada,2016-1,5
Doutorado,Acadêmico,Física Aplicada,2016-2,2
Doutorado,Acadêmico,Física Aplicada,2017-1,0
Doutorado,Acadêmico,Física Aplicada,2017-2,0
Doutorado,Acadêmico,Física Aplicada,2018-1,0
Doutorado,Acadêmico,Física Aplicada,2018-2,0
Doutorado,Acadêmico,Física Aplicada,2019-1,0
Doutorado,Acadêmico,Física Aplicada,2019-2,0
Doutorado,Acadêmico,Física Aplicada,2020-1,0
Doutorado,Acadêmico,Física Aplicada,2020-2,0
Doutorado,Acadêmico,Física Aplicada,2021-1,0
Doutorado,Acadêmico,Física Aplicada,2021-2,0
Doutorado,Acadêmico,Física Aplicada,2022-1,0
Doutorado,Acadêmico,Física Aplicada,2022-2,0
Doutorado,Acadêmico,Física Aplicada,2023-1,0
Doutorado,Acadêmico,Física Aplicada,2023-2,0
Doutorado,Acadêmico,Física Aplicada,2024-1,0
Doutorado,Acadêmico,Fisiologia Vegetal,2010-1,6
Doutorado,Acadêmico,Fisiologia Vegetal,2010-2,4
Doutorado,Acadêmico,Fisiologia Vegetal,2011-1,4
Doutorado,Acadêmico,Fisiologia Vegetal,2011-2,3
Doutorado,Acadêmico,Fisiologia Vegetal,2012-1,7
Doutorado,Acadêmico,Fisiologia Vegetal,2012-2,6
Doutorado,Acadêmico,Fisiologia Vegetal,2013-1,4
Doutorado,Acadêmico,Fisiologia Vegetal,2013-2,8
Doutorado,Acadêmico,Fisiologia Vegetal,2014-1,11
Doutorado,Acadêmico,Fisiologia Vegetal,2014-2,3
Doutorado,Acadêmico,Fisiologia Vegetal,2015-1,9
Doutorado,Acadêmico,Fisiologia Vegetal,2015-2,6
Doutorado,Acadêmico,Fisiologia Vegetal,2016-1,5
Doutorado,Acadêmico,Fisiologia Vegetal,2016-2,8
Doutorado,Acadêmico,Fisiologia Vegetal,2017-1,6
Doutorado,Acadêmico,Fisiologia Vegetal,2017-2,7
Doutorado,Acadêmico,Fisiologia Vegetal,2018-1,5
Doutorado,Acadêmico,Fisiologia Vegetal,2018-2,3
Doutorado,Acadêmico,Fisiologia Vegetal,2019-1,5
Doutorado,Acadêmico,Fisiologia Vegetal,2019-2,8
Doutorado,Acadêmico,Fisiologia Vegetal,2020-1,6
Doutorado,Acadêmico,Fisiologia Vegetal,2020-2,7
Doutorado,Acadêmico,Fisiologia Vegetal,2021-1,8
Doutorado,Acadêmico,Fisiologia Vegetal,2021-2,8
Doutorado,Acadêmico,Fisiologia Vegetal,2022-1,7
Doutorado,Acadêmico,Fisiologia Vegetal,2022-2,4
Doutorado,Acadêmico,Fisiologia Vegetal,2023-1,2
Doutorado,Acadêmico,Fisiologia Vegetal,2023-2,7
Doutorado,Acadêmico,Fisiologia Vegetal,2024-1,7
Doutorado,Acadêmico,Fitopatologia,2010-1,9
Doutorado,Acadêmico,Fitopatologia,2010-2,6
Doutorado,Acadêmico,Fitopatologia,2011-1,6
Doutorado,Acadêmico,Fitopatologia,2011-2,2
Doutorado,Acadêmico,Fitopatologia,2012-1,8
Doutorado,Acadêmico,Fitopatologia,2012-2,5
Doutorado,Acadêmico,Fitopatologia,2013-1,5
Doutorado,Acadêmico,Fitopatologia,2013-2,3
Doutorado,Acadêmico,Fitopatologia,2014-1,7
Doutorado,Acadêmico,Fitopatologia,2014-2,6
Doutorado,Acadêmico,Fitopatologia,2015-1,10
Doutorado,Acadêmico,Fitopatologia,2015-2,4
Doutorado,Acadêmico,Fitopatologia,2016-1,9
Doutorado,Acadêmico,Fitopatologia,2016-2,3
Doutorado,Acadêmico,Fitopatologia,2017-1,6
Doutorado,Acadêmico,Fitopatologia,2017-2,4
Doutorado,Acadêmico,Fitopatologia,2018-1,6
Doutorado,Acadêmico,Fitopatologia,2018-2,5
Doutorado,Acadêmico,Fitopatologia,2019-1,4
Doutorado,Acadêmico,Fitopatologia,2019-2,7
Doutorado,Acadêmico,Fitopatologia,2020-1,12
Doutorado,Acadêmico,Fitopatologia,2020-2,2
Doutorado,Acadêmico,Fitopatologia,2021-1,1
Doutorado,Acadêmico,Fitopatologia,2021-2,4
Doutorado,Acadêmico,Fitopatologia,2022-1,7
Doutorado,Acadêmico,Fitopatologia,2022-2,4
Doutorado,Acadêmico,Fitopatologia,2023-1,5
Doutorado,Acadêmico,Fitopatologia,2023-2,7
Doutorado,Acadêmico,Fitopatologia,2024-1,8
Doutorado,Acadêmico,Fitotecnia,2010-1,28
Doutorado,Acadêmico,Fitotecnia,2010-2,12
Doutorado,Acadêmico,Fitotecnia,2011-1,11
Doutorado,Acadêmico,Fitotecnia,2011-2,21
Doutorado,Acadêmico,Fitotecnia,2012-1,15
Doutorado,Acadêmico,Fitotecnia,2012-2,9
Doutorado,Acadêmico,Fitotecnia,2013-1,14
Doutorado,Acadêmico,Fitotecnia,2013-2,12
Doutorado,Acadêmico,Fitotecnia,2014-1,13
Doutorado,Acadêmico,Fitotecnia,2014-2,11
Doutorado,Acadêmico,Fitotecnia,2015-1,17
Doutorado,Acadêmico,Fitotecnia,2015-2,16
Doutorado,Acadêmico,Fitotecnia,2016-1,10
Doutorado,Acadêmico,Fitotecnia,2016-2,15
Doutorado,Acadêmico,Fitotecnia,2017-1,12
Doutorado,Acadêmico,Fitotecnia,2017-2,10
Doutorado,Acadêmico,Fitotecnia,2018-1,12
Doutorado,Acadêmico,Fitotecnia,2018-2,11
Doutorado,Acadêmico,Fitotecnia,2019-1,18
Doutorado,Acadêmico,Fitotecnia,2019-2,16
Doutorado,Acadêmico,Fitotecnia,2020-1,10
Doutorado,Acadêmico,Fitotecnia,2020-2,5
Doutorado,Acadêmico,Fitotecnia,2021-1,7
Doutorado,Acadêmico,Fitotecnia,2021-2,11
Doutorado,Acadêmico,Fitotecnia,2022-1,14
Doutorado,Acadêmico,Fitotecnia,2022-2,10
Doutorado,Acadêmico,Fitotecnia,2023-1,9
Doutorado,Acadêmico,Fitotecnia,2023-2,4
Doutorado,Acadêmico,Fitotecnia,2024-1,11
Doutorado,Acadêmico,Genética e Melhoramento,2010-1,13
Doutorado,Acadêmico,Genética e Melhoramento,2010-2,11
Doutorado,Acadêmico,Genética e Melhoramento,2011-1,9
Doutorado,Acadêmico,Genética e Melhoramento,2011-2,10
Doutorado,Acadêmico,Genética e Melhoramento,2012-1,13
Doutorado,Acadêmico,Genética e Melhoramento,2012-2,12
Doutorado,Acadêmico,Genética e Melhoramento,2013-1,11
Doutorado,Acadêmico,Genética e Melhoramento,2013-2,8
Doutorado,Acadêmico,Genética e Melhoramento,2014-1,10
Doutorado,Acadêmico,Genética e Melhoramento,2014-2,6
Doutorado,Acadêmico,Genética e Melhoramento,2015-1,8
Doutorado,Acadêmico,Genética e Melhoramento,2015-2,9
Doutorado,Acadêmico,Genética e Melhoramento,2016-1,9
Doutorado,Acadêmico,Genética e Melhoramento,2016-2,13
Doutorado,Acadêmico,Genética e Melhoramento,2017-1,10
Doutorado,Acadêmico,Genética e Melhoramento,2017-2,7
Doutorado,Acadêmico,Genética e Melhoramento,2018-1,8
Doutorado,Acadêmico,Genética e Melhoramento,2018-2,8
Doutorado,Acadêmico,Genética e Melhoramento,2019-1,10
Doutorado,Acadêmico,Genética e Melhoramento,2019-2,8
Doutorado,Acadêmico,Genética e Melhoramento,2020-1,31
Doutorado,Acadêmico,Genética e Melhoramento,2020-2,0
Doutorado,Acadêmico,Genética e Melhoramento,2021-1,8
Doutorado,Acadêmico,Genética e Melhoramento,2021-2,7
Doutorado,Acadêmico,Genética e Melhoramento,2022-1,3
Doutorado,Acadêmico,Genética e Melhoramento,2022-2,8
Doutorado,Acadêmico,Genética e Melhoramento,2023-1,7
Doutorado,Acadêmico,Genética e Melhoramento,2023-2,10
Doutorado,Acadêmico,Genética e Melhoramento,2024-1,12
Doutorado,Acadêmico,Medicina Veterinária,2010-1,6
Doutorado,Acadêmico,Medicina Veterinária,2010-2,6
Doutorado,Acadêmico,Medicina Veterinária,2011-1,10
Doutorado,Acadêmico,Medicina Veterinária,2011-2,7
Doutorado,Acadêmico,Medicina Veterinária,2012-1,9
Doutorado,Acadêmico,Medicina Veterinária,2012-2,6
Doutorado,Acadêmico,Medicina Veterinária,2013-1,12
Doutorado,Acadêmico,Medicina Veterinária,2013-2,9
Doutorado,Acadêmico,Medicina Veterinária,2014-1,11
Doutorado,Acadêmico,Medicina Veterinária,2014-2,9
Doutorado,Acadêmico,Medicina Veterinária,2015-1,11
Doutorado,Acadêmico,Medicina Veterinária,2015-2,6
Doutorado,Acadêmico,Medicina Veterinária,2016-1,5
Doutorado,Acadêmico,Medicina Veterinária,2016-2,4
Doutorado,Acadêmico,Medicina Veterinária,2017-1,8
Doutorado,Acadêmico,Medicina Veterinária,2017-2,7
Doutorado,Acadêmico,Medicina Veterinária,2018-1,10
Doutorado,Acadêmico,Medicina Veterinária,2018-2,10
Doutorado,Acadêmico,Medicina Veterinária,2019-1,10
Doutorado,Acadêmico,Medicina Veterinária,2019-2,6
Doutorado,Acadêmico,Medicina Veterinária,2020-1,12
Doutorado,Acadêmico,Medicina Veterinária,2020-2,0
Doutorado,Acadêmico,Medicina Veterinária,2021-1,8
Doutorado,Acadêmico,Medicina Veterinária,2021-2,3
Doutorado,Acadêmico,Medicina Veterinária,2022-1,3
Doutorado,Acadêmico,Medicina Veterinária,2022-2,10
Doutorado,Acadêmico,Medicina Veterinária,2023-1,11
Doutorado,Acadêmico,Medicina Veterinária,2023-2,5
Doutorado,Acadêmico,Medicina Veterinária,2024-1,6
Doutorado,Acadêmico,Meteorologia Agrícola,2010-1,3
Doutorado,Acadêmico,Meteorologia Agrícola,2010-2,4
Doutorado,Acadêmico,Meteorologia Agrícola,2011-1,1
Doutorado,Acadêmico,Meteorologia Agrícola,2011-2,2
Doutorado,Acadêmico,Meteorologia Agrícola,2012-1,2
Doutorado,Acadêmico,Meteorologia Agrícola,2012-2,2
Doutorado,Acadêmico,Meteorologia Agrícola,2013-1,1
Doutorado,Acadêmico,Meteorologia Agrícola,2013-2,1
Doutorado,Acadêmico,Meteorologia Agrícola,2014-1,3
Doutorado,Acadêmico,Meteorologia Agrícola,2014-2,0
Doutorado,Acadêmico,Meteorologia Agrícola,2015-1,0
Doutorado,Acadêmico,Meteorologia Agrícola,2015-2,0
Doutorado,Acadêmico,Meteorologia Agrícola,2016-1,0
Doutorado,Acadêmico,Meteorologia Agrícola,2016-2,0
Doutorado,Acadêmico,Meteorologia Agrícola,2017-1,0
Doutorado,Acadêmico,Meteorologia Agrícola,2017-2,0
Doutorado,Acadêmico,Meteorologia Agrícola,2018-1,0
Doutorado,Acadêmico,Meteorologia Agrícola,2018-2,0
Doutorado,Acadêmico,Meteorologia Agrícola,2019-1,0
Doutorado,Acadêmico,Meteorologia Agrícola,2019-2,0
Doutorado,Acadêmico,Meteorologia Agrícola,2020-1,0
Doutorado,Acadêmico,Meteorologia Agrícola,2020-2,0
Doutorado,Acadêmico,Meteorologia Agrícola,2021-1,0
Doutorado,Acadêmico,Meteorologia Agrícola,2021-2,0
Doutorado,Acadêmico,Meteorologia Agrícola,2022-1,0
Doutorado,Acadêmico,Meteorologia Agrícola,2022-2,0
Doutorado,Acadêmico,Meteorologia Agrícola,2023-1,0
Doutorado,Acadêmico,Meteorologia Agrícola,2023-2,0
Doutorado,Acadêmico,Meteorologia Agrícola,2024-1,0
Doutorado,Acadêmico,Meteorologia Aplicada,2010-1,0
Doutorado,Acadêmico,Meteorologia Aplicada,2010-2,0
Doutorado,Acadêmico,Meteorologia Aplicada,2011-1,0
Doutorado,Acadêmico,Meteorologia Aplicada,2011-2,0
Doutorado,Acadêmico,Meteorologia Aplicada,2012-1,4
Doutorado,Acadêmico,Meteorologia Aplicada,2012-2,2
Doutorado,Acadêmico,Meteorologia Aplicada,2013-1,0
Doutorado,Acadêmico,Meteorologia Aplicada,2013-2,2
Doutorado,Acadêmico,Meteorologia Aplicada,2014-1,0
Doutorado,Acadêmico,Meteorologia Aplicada,2014-2,3
Doutorado,Acadêmico,Meteorologia Aplicada,2015-1,4
Doutorado,Acadêmico,Meteorologia Aplicada,2015-2,3
Doutorado,Acadêmico,Meteorologia Aplicada,2016-1,5
Doutorado,Acadêmico,Meteorologia Aplicada,2016-2,4
Doutorado,Acadêmico,Meteorologia Aplicada,2017-1,2
Doutorado,Acadêmico,Meteorologia Aplicada,2017-2,3
Doutorado,Acadêmico,Meteorologia Aplicada,2018-1,2
Doutorado,Acadêmico,Meteorologia Aplicada,2018-2,2
Doutorado,Acadêmico,Meteorologia Aplicada,2019-1,5
Doutorado,Acadêmico,Meteorologia Aplicada,2019-2,1
Doutorado,Acadêmico,Meteorologia Aplicada,2020-1,6
Doutorado,Acadêmico,Meteorologia Aplicada,2020-2,1
Doutorado,Acadêmico,Meteorologia Aplicada,2021-1,3
Doutorado,Acadêmico,Meteorologia Aplicada,2021-2,4
Doutorado,Acadêmico,Meteorologia Aplicada,2022-1,5
Doutorado,Acadêmico,Meteorologia Aplicada,2022-2,1
Doutorado,Acadêmico,Meteorologia Aplicada,2023-1,2
Doutorado,Acadêmico,Meteorologia Aplicada,2023-2,6
Doutorado,Acadêmico,Meteorologia Aplicada,2024-1,2
Doutorado,Acadêmico,Microbiologia Agrícola,2010-1,8
Doutorado,Acadêmico,Microbiologia Agrícola,2010-2,4
Doutorado,Acadêmico,Microbiologia Agrícola,2011-1,7
Doutorado,Acadêmico,Microbiologia Agrícola,2011-2,4
Doutorado,Acadêmico,Microbiologia Agrícola,2012-1,3
Doutorado,Acadêmico,Microbiologia Agrícola,2012-2,2
Doutorado,Acadêmico,Microbiologia Agrícola,2013-1,7
Doutorado,Acadêmico,Microbiologia Agrícola,2013-2,4
Doutorado,Acadêmico,Microbiologia Agrícola,2014-1,11
Doutorado,Acadêmico,Microbiologia Agrícola,2014-2,7
Doutorado,Acadêmico,Microbiologia Agrícola,2015-1,7
Doutorado,Acadêmico,Microbiologia Agrícola,2015-2,4
Doutorado,Acadêmico,Microbiologia Agrícola,2016-1,3
Doutorado,Acadêmico,Microbiologia Agrícola,2016-2,3
Doutorado,Acadêmico,Microbiologia Agrícola,2017-1,4
Doutorado,Acadêmico,Microbiologia Agrícola,2017-2,5
Doutorado,Acadêmico,Microbiologia Agrícola,2018-1,5
Doutorado,Acadêmico,Microbiologia Agrícola,2018-2,8
Doutorado,Acadêmico,Microbiologia Agrícola,2019-1,10
Doutorado,Acadêmico,Microbiologia Agrícola,2019-2,5
Doutorado,Acadêmico,Microbiologia Agrícola,2020-1,8
Doutorado,Acadêmico,Microbiologia Agrícola,2020-2,0
Doutorado,Acadêmico,Microbiologia Agrícola,2021-1,8
Doutorado,Acadêmico,Microbiologia Agrícola,2021-2,4
Doutorado,Acadêmico,Microbiologia Agrícola,2022-1,4
Doutorado,Acadêmico,Microbiologia Agrícola,2022-2,5
Doutorado,Acadêmico,Microbiologia Agrícola,2023-1,10
Doutorado,Acadêmico,Microbiologia Agrícola,2023-2,9
Doutorado,Acadêmico,Microbiologia Agrícola,2024-1,3
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2010-1,10
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2010-2,10
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2011-1,7
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2011-2,10
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2012-1,7
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2012-2,12
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2013-1,14
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2013-2,5
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2014-1,10
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2014-2,6
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2015-1,9
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2015-2,6
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2016-1,7
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2016-2,8
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2017-1,12
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2017-2,7
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2018-1,8
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2018-2,3
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2019-1,8
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2019-2,6
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2020-1,9
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2020-2,8
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2021-1,5
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2021-2,9
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2022-1,12
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2022-2,6
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2023-1,4
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2023-2,4
Doutorado,Acadêmico,Solos e Nutrição de Plantas,2024-1,8
Doutorado,Acadêmico,Zootecnia,2010-1,15
Doutorado,Acadêmico,Zootecnia,2010-2,13
Doutorado,Acadêmico,Zootecnia,2011-1,8
Doutorado,Acadêmico,Zootecnia,2011-2,13
Doutorado,Acadêmico,Zootecnia,2012-1,15
Doutorado,Acadêmico,Zootecnia,2012-2,14
Doutorado,Acadêmico,Zootecnia,2013-1,25
